Year,Mes,CCAA,Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),Consumo per cápita,Gasto per cápita
2020,Febrero,Principado de Asturias,ALBARICOQUES,0,0,0,0,0,0
2020,Febrero,Principado de Asturias,FRESAS/FRESON,723.23,23899,3.3,64.34,0.71,2.33
2020,Febrero,Principado de Asturias,MELON,130.78,1202,0.92,8.15,0.13,0.12
2020,Febrero,Principado de Asturias,SANDIA,4.18,708,1.69,1.75,0,0.01
2020,Febrero,Principado de Asturias,CIRUELAS,54.98,15556,2.83,12.03,0.05,0.15
2020,Febrero,Principado de Asturias,CEREZAS,0,0,0,0,0,0
2020,Febrero,Principado de Asturias,UVAS,123.53,53162,4.3,21.69,0.12,0.52
2020,Febrero,Principado de Asturias,KIWI,335.64,85147,2.54,37.54,0.33,0.83
2020,Febrero,Principado de Asturias,AGUACATE,95.17,37993,3.99,23.26,0.09,0.37
2020,Febrero,Principado de Asturias,PIÑA,134.56,25664,1.91,9.17,0.13,0.25
2020,Febrero,Principado de Asturias,OTRAS FRUTAS FRESCAS,202.71,51834,2.56,26.22,0.2,0.51
2020,Febrero,Principado de Asturias,POMELO,76.43,11856,1.55,5.83,0.07,0.12
2020,Febrero,Principado de Asturias,CHIRIMOYA,0,0,0,0,0,0
2020,Febrero,Principado de Asturias,MANGO,68.84,18117,2.63,7,0.07,0.18
2020,Febrero,Principado de Asturias,FRUTAS IV GAMA,366.5,72238,1.97,31.2,0.36,0.71
2020,Febrero,Islas Baleares,T.FRUTAS FRESCAS,7413.23,1275976,1.72,98.04,7.25,12.48
2020,Febrero,Islas Baleares,NARANJAS,1880.33,182192,0.97,45.88,1.84,1.78
2020,Febrero,Islas Baleares,MANDARINAS,778.29,135573,1.74,50.43,0.76,1.33
2020,Febrero,Islas Baleares,LIMONES,146.78,23257,1.58,24.4,0.14,0.23
2020,Febrero,Islas Baleares,PLATANOS,1350.41,208638,1.54,85.27,1.32,2.04
2020,Febrero,Islas Baleares,MANZANAS,1098.97,165596,1.51,75.26,1.08,1.62
2020,Febrero,Islas Baleares,PERAS,430.3,63537,1.48,46.18,0.42,0.62
2020,Febrero,Islas Baleares,MELOCOTONES,0,0,0,0,0,0
2020,Febrero,Islas Baleares,NECTARINAS,90.31,9393,1.04,4.39,0.09,0.09
2020,Febrero,Islas Baleares,ALBARICOQUES,0,0,0,0,0,0
2020,Febrero,Islas Baleares,FRESAS/FRESON,401.23,138144,3.44,49.06,0.39,1.35
2020,Febrero,Islas Baleares,MELON,127.91,20637,1.61,9.91,0.13,0.2
2020,Febrero,Islas Baleares,SANDIA,4.5,78,1.73,0.98,0,0.01
2020,Febrero,Islas Baleares,CIRUELAS,26.47,7175,2.71,5.32,0.03,0.07
2020,Febrero,Islas Baleares,CEREZAS,4.38,2095,4.78,2.24,0,0.02
2020,Febrero,Islas Baleares,UVAS,131.62,60524,4.6,26.93,0.13,0.59
2020,Febrero,Islas Baleares,KIWI,264.25,82382,3.12,37.64,0.26,0.81
2020,Febrero,Islas Baleares,AGUACATE,199.17,6979,3.5,33.36,0.19,0.68
2020,Febrero,Islas Baleares,PIÑA,144.92,23586,1.63,21.85,0.14,0.23
2020,Febrero,Islas Baleares,OTRAS FRUTAS FRESCAS,333.38,82676,2.48,31.74,0.33,0.81
2020,Febrero,Islas Baleares,POMELO,16.22,3299,2.03,3.54,0.02,0.03
2020,Febrero,Islas Baleares,CHIRIMOYA,0,0,0,0,0,0
2020,Febrero,Islas Baleares,MANGO,129.93,31068,2.39,18.35,0.13,0.3
2020,Febrero,Islas Baleares,FRUTAS IV GAMA,483.89,7788,1.61,27.99,0.47,0.76
2020,Febrero,Islas Canarias,T.FRUTAS FRESCAS,13739.7,2411115,1.75,94.05,6.41,11.24
2020,Febrero,Islas Canarias,NARANJAS,2631.01,263838,1,45.04,1.23,1.23
2020,Febrero,Islas Canarias,MANDARINAS,1742.3,30725,1.76,53.18,0.81,1.43
2020,Febrero,Islas Canarias,LIMONES,411.32,63977,1.56,31.81,0.19,0.3
2020,Febrero,Islas Canarias,PLATANOS,2943.91,40678,1.38,77.61,1.37,1.9
2020,Febrero,Islas Canarias,MANZANAS,1752.37,27149,1.55,71.17,0.82,1.27
2020,Febrero,Islas Canarias,PERAS,1155.65,196033,1.7,49.27,0.54,0.91
2020,Febrero,Islas Canarias,MELOCOTONES,3.44,1783,5.18,1.27,0,0.01
2020,Febrero,Islas Canarias,NECTARINAS,9.24,1704,1.84,1.64,0,0.01
2020,Febrero,Islas Canarias,ALBARICOQUES,0,0,0,0,0,0
2020,Febrero,Islas Canarias,FRESAS/FRESON,542.56,230816,4.25,51.4,0.25,1.08
2020,Febrero,Islas Canarias,MELON,93.7,23865,2.55,6.37,0.04,0.11
2020,Febrero,Islas Canarias,SANDIA,5.05,934,1.85,0.04,0,0
2020,Febrero,Islas Canarias,CIRUELAS,24.33,9082,3.73,4.25,0.01,0.04
2020,Febrero,Islas Canarias,CEREZAS,3.66,999,2.73,0.68,0,0
2020,Febrero,Islas Canarias,UVAS,29.21,11508,3.94,2.59,0.01,0.05
2020,Febrero,Islas Canarias,KIWI,587.16,146009,2.49,34.18,0.27,0.68
2020,Febrero,Islas Canarias,AGUACATE,756.99,247655,3.27,45.66,0.35,1.15
2020,Febrero,Islas Canarias,PIÑA,33.05,959,2.9,2.45,0.02,0.04
2020,Febrero,Islas Canarias,OTRAS FRUTAS FRESCAS,1014.75,217802,2.15,37.22,0.47,1.02
2020,Febrero,Islas Canarias,POMELO,38.89,7773,2,1.47,0.02,0.04
2020,Febrero,Islas Canarias,CHIRIMOYA,0,0,0,0,0,0
2020,Febrero,Islas Canarias,MANGO,23.86,10314,4.32,3.2,0.01,0.05
2020,Febrero,Islas Canarias,FRUTAS IV GAMA,592.37,95738,1.62,21.7,0.28,0.45
2020,Febrero,Cantabria,T.FRUTAS FRESCAS,3991.83,678648,1.7,96.51,7.43,12.63
2020,Febrero,Cantabria,NARANJAS,1399.09,153215,1.1,74.49,2.6,2.85
2020,Febrero,Cantabria,MANDARINAS,461.94,79397,1.72,62.66,0.86,1.48
2020,Febrero,Cantabria,LIMONES,60.18,9939,1.65,36.66,0.11,0.18
2020,Febrero,Cantabria,PLATANOS,609.84,90939,1.49,86.79,1.14,1.69
2020,Febrero,Cantabria,MANZANAS,585.96,81288,1.39,75.85,1.09,1.51
2020,Febrero,Cantabria,PERAS,170.99,26556,1.55,42.28,0.32,0.49
2020,Febrero,Cantabria,MELOCOTONES,0,0,0,0,0,0
2020,Febrero,Cantabria,NECTARINAS,0,0,0,0,0,0
2020,Febrero,Cantabria,ALBARICOQUES,5.09,659,1.29,1.37,0.01,0.01
2020,Febrero,Cantabria,FRESAS/FRESON,317.49,119525,3.76,62.21,0.59,2.22
2020,Febrero,Cantabria,MELON,28.49,5454,1.91,6.4,0.05,0.1
2020,Febrero,Cantabria,SANDIA,5.68,1114,1.96,1.86,0.01,0.02
2020,Febrero,Cantabria,CIRUELAS,4.14,1417,3.42,1.35,0.01,0.03
2020,Febrero,Cantabria,CEREZAS,0,0,0,0,0,0
2020,Febrero,Cantabria,UVAS,27.74,13788,4.97,10.03,0.05,0.26
2020,Febrero,Cantabria,KIWI,170.69,49591,2.91,33.72,0.32,0.92
2020,Febrero,Cantabria,AGUACATE,42.84,17905,4.18,17.62,0.08,0.33
2020,Febrero,Cantabria,PIÑA,51.86,10294,1.98,15.83,0.1,0.19
2020,Febrero,Cantabria,OTRAS FRUTAS FRESCAS,49.8,17567,3.53,24.72,0.09,0.33
2020,Febrero,Cantabria,POMELO,13.61,2632,1.93,4.07,0.03,0.05
2020,Febrero,Cantabria,CHIRIMOYA,0,0,0,0,0,0
2020,Febrero,Cantabria,MANGO,15.52,481,3.1,6.59,0.03,0.09
2020,Febrero,Cantabria,FRUTAS IV GAMA,137.9,28836,2.09,17.49,0.26,0.54
2020,Febrero,Castilla-La Mancha,T.FRUTAS FRESCAS,13548.69,2144588,1.58,94.7,6.78,10.73
2020,Febrero,Castilla-La Mancha,NARANJAS,4048.97,367047,0.91,70.31,2.03,1.84
2020,Febrero,Castilla-La Mancha,MANDARINAS,1742.53,288276,1.65,62.86,0.87,1.44
2020,Febrero,Castilla-La Mancha,LIMONES,254.45,39699,1.56,27.27,0.13,0.2
2020,Febrero,Castilla-La Mancha,PLATANOS,2246.06,335366,1.49,79.73,1.12,1.68
2020,Febrero,Castilla-La Mancha,MANZANAS,1517.55,220272,1.45,70.71,0.76,1.1
2020,Febrero,Castilla-La Mancha,PERAS,839.79,130375,1.55,51.49,0.42,0.65
2020,Febrero,Castilla-La Mancha,MELOCOTONES,11.54,2014,1.75,2.64,0.01,0.01
2020,Febrero,Castilla-La Mancha,NECTARINAS,29.25,6597,2.26,1.74,0.01,0.03
2020,Febrero,Castilla-La Mancha,ALBARICOQUES,21.23,5024,2.37,1.66,0.01,0.03
2020,Febrero,Castilla-La Mancha,FRESAS/FRESON,870.98,277743,3.19,53.12,0.44,1.39
2020,Febrero,Castilla-La Mancha,MELON,319.89,63911,2,10.68,0.16,0.32
2020,Febrero,Castilla-La Mancha,SANDIA,19.91,295,1.48,1.14,0.01,0.01
2020,Febrero,Castilla-La Mancha,CIRUELAS,49.49,11016,2.23,7.65,0.02,0.06
2020,Febrero,Castilla-La Mancha,CEREZAS,5.05,1778,3.52,1.65,0,0.01
2020,Febrero,Castilla-La Mancha,UVAS,100.27,48475,4.83,8.7,0.05,0.24
2020,Febrero,Castilla-La Mancha,KIWI,619.98,145361,2.34,42.34,0.31,0.73
2020,Febrero,Castilla-La Mancha,AGUACATE,197.43,68743,3.48,25.93,0.1,0.34
2020,Febrero,Castilla-La Mancha,PIÑA,280.54,41657,1.48,17.72,0.14,0.21
2020,Febrero,Castilla-La Mancha,OTRAS FRUTAS FRESCAS,373.78,88284,2.36,32.43,0.19,0.44
2020,Febrero,Castilla-La Mancha,POMELO,43.17,7712,1.79,6.52,0.02,0.04
2020,Febrero,Castilla-La Mancha,CHIRIMOYA,0,0,0,0,0,0
2020,Febrero,Castilla-La Mancha,MANGO,110.51,24633,2.23,9.78,0.06,0.12
2020,Febrero,Castilla-La Mancha,FRUTAS IV GAMA,342.09,62909,1.84,24.06,0.17,0.31
2020,Febrero,Castilla y León,T.FRUTAS FRESCAS,16858.71,2585103,1.53,95.68,7.35,11.28
2020,Febrero,Castilla y León,NARANJAS,5205.13,459285,0.88,64.24,2.27,2
2020,Febrero,Castilla y León,MANDARINAS,1848.24,303844,1.64,62.09,0.81,1.33
2020,Febrero,Castilla y León,LIMONES,498.24,79497,1.6,38.82,0.22,0.35
2020,Febrero,Castilla y León,PLATANOS,2474.36,36969,1.49,78.08,1.08,1.61
2020,Febrero,Castilla y León,MANZANAS,2512.23,331456,1.32,67.53,1.1,1.45
2020,Febrero,Castilla y León,PERAS,1114.12,163581,1.47,48.59,0.49,0.71
2020,Febrero,Castilla y León,MELOCOTONES,11.05,1949,1.76,1.28,0,0.01
2020,Febrero,Castilla y León,NECTARINAS,26.53,4086,1.54,1.59,0.01,0.02
2020,Febrero,Castilla y León,ALBARICOQUES,4.96,869,1.75,0.69,0,0
2020,Febrero,Castilla y León,FRESAS/FRESON,930.18,293441,3.15,55.18,0.41,1.28
2020,Febrero,Castilla y León,MELON,320.01,58676,1.83,11.44,0.14,0.26
2020,Febrero,Castilla y León,SANDIA,17.88,2916,1.63,1.81,0.01,0.01
2020,Febrero,Castilla y León,CIRUELAS,59.09,16265,2.75,6.07,0.03,0.07
2020,Febrero,Castilla y León,CEREZAS,7.75,2083,2.69,0.52,0,0.01
2020,Febrero,Castilla y León,UVAS,109.34,42457,3.88,11.34,0.05,0.19
2020,Febrero,Castilla y León,KIWI,639.03,169724,2.66,38.92,0.28,0.74
2020,Febrero,Castilla y León,AGUACATE,235.43,82449,3.5,31.42,0.1,0.36
2020,Febrero,Castilla y León,PIÑA,411.66,60558,1.47,15.92,0.18,0.26
2020,Febrero,Castilla y León,OTRAS FRUTAS FRESCAS,433.49,142274,3.28,34.63,0.19,0.62
2020,Febrero,Castilla y León,POMELO,39.38,7643,1.94,4.01,0.02,0.03
2020,Febrero,Castilla y León,CHIRIMOYA,0,0,0,0,0,0
2020,Febrero,Castilla y León,MANGO,132.11,34792,2.63,11.95,0.06,0.15
2020,Febrero,Castilla y León,FRUTAS IV GAMA,585.23,117765,2.01,23.84,0.26,0.51
2020,Febrero,Cataluña,T.FRUTAS FRESCAS,55306.88,9748104,1.76,95.97,8.01,14.11
2020,Febrero,Cataluña,NARANJAS,14348.52,1467533,1.02,60.95,2.08,2.12
2020,Febrero,Cataluña,MANDARINAS,7522.85,1363069,1.81,66.52,1.09,1.97
2020,Febrero,Cataluña,LIMONES,1291.82,224481,1.74,36.16,0.19,0.32
2020,Febrero,Cataluña,PLATANOS,9000.19,1495658,1.66,81.66,1.3,2.17
2020,Febrero,Cataluña,MANZANAS,7936.25,1169737,1.47,69.55,1.15,1.69
2020,Febrero,Cataluña,PERAS,3554.52,584977,1.65,51.28,0.51,0.85
2020,Febrero,Cataluña,MELOCOTONES,11.32,2112,1.87,0.38,0,0
2020,Febrero,Cataluña,NECTARINAS,104.87,20777,1.98,1.95,0.02,0.03
2020,Febrero,Cataluña,ALBARICOQUES,18.65,3595,1.93,0.3,0,0.01
2020,Febrero,Cataluña,FRESAS/FRESON,3516.54,121944,3.47,57.99,0.51,1.77
2020,Febrero,Cataluña,MELON,1530.64,260233,1.7,11.87,0.22,0.38
2020,Febrero,Cataluña,SANDIA,213.95,34022,1.59,2.97,0.03,0.05
2020,Febrero,Cataluña,CIRUELAS,250.16,87844,3.51,9.77,0.04,0.13
2020,Febrero,Cataluña,CEREZAS,12.59,9225,7.33,0.89,0,0.01
2020,Febrero,Cataluña,UVAS,586.07,263906,4.5,13.6,0.08,0.38
2020,Febrero,Cataluña,KIWI,1942.23,568793,2.93,37.1,0.28,0.82
2020,Febrero,Cataluña,AGUACATE,937.41,327134,3.49,32.59,0.14,0.47
2020,Febrero,Cataluña,PIÑA,977.89,18194,1.86,20.89,0.14,0.26
2020,Febrero,Cataluña,OTRAS FRUTAS FRESCAS,1550.4,463625,2.99,35.98,0.22,0.67
2020,Febrero,Cataluña,POMELO,225.43,46412,2.06,4.64,0.03,0.07
2020,Febrero,Cataluña,CHIRIMOYA,2.7,1352,5,0.09,0,0
2020,Febrero,Cataluña,MANGO,504.69,121346,2.4,15.24,0.07,0.18
2020,Febrero,Cataluña,FRUTAS IV GAMA,2178.47,456389,2.09,30.48,0.32,0.66
2020,Febrero,Extremadura,T.FRUTAS FRESCAS,6753.85,103909,1.54,89.41,6.02,9.27
2020,Febrero,Extremadura,NARANJAS,1918.49,185825,0.97,52.93,1.71,1.66
2020,Febrero,Extremadura,MANDARINAS,648.81,101135,1.56,50,0.58,0.9
2020,Febrero,Extremadura,LIMONES,62.34,9922,1.59,15.37,0.06,0.09
2020,Febrero,Extremadura,PLATANOS,1426.29,200085,1.4,76.31,1.27,1.78
2020,Febrero,Extremadura,MANZANAS,877.96,119243,1.36,62.93,0.78,1.06
2020,Febrero,Extremadura,PERAS,473.4,69028,1.46,45.09,0.42,0.62
2020,Febrero,Extremadura,MELOCOTONES,0,0,0,0,0,0
2020,Febrero,Extremadura,NECTARINAS,36.79,6359,1.73,3.25,0.03,0.06
2020,Febrero,Extremadura,ALBARICOQUES,0,0,0,0,0,0
2020,Febrero,Extremadura,FRESAS/FRESON,399.66,132683,3.32,49.53,0.36,1.18
2020,Febrero,Extremadura,MELON,106.98,16973,1.59,11.79,0.1,0.15
2020,Febrero,Extremadura,SANDIA,11.35,1393,1.23,2.61,0.01,0.01
2020,Febrero,Extremadura,CIRUELAS,9.47,3111,3.29,2.7,0.01,0.03
2020,Febrero,Extremadura,CEREZAS,0,0,0,0,0,0
2020,Febrero,Extremadura,UVAS,63.59,22079,3.47,10.02,0.06,0.2
2020,Febrero,Extremadura,KIWI,353.85,87509,2.47,37.15,0.32,0.78
2020,Febrero,Extremadura,AGUACATE,69.08,24404,3.53,22.26,0.06,0.22
2020,Febrero,Extremadura,PIÑA,128.32,1621,1.26,16.73,0.11,0.14
2020,Febrero,Extremadura,OTRAS FRUTAS FRESCAS,167.47,4313,2.58,25.15,0.15,0.38
2020,Febrero,Extremadura,POMELO,50.48,7864,1.56,4.01,0.05,0.07
2020,Febrero,Extremadura,CHIRIMOYA,0,0,0,0,0,0
2020,Febrero,Extremadura,MANGO,31.09,7385,2.38,7.9,0.03,0.07
2020,Febrero,Extremadura,FRUTAS IV GAMA,266.7,40518,1.52,16.18,0.24,0.36
2020,Febrero,Galicia,T.FRUTAS FRESCAS,20405.42,3567421,1.75,96.8,7.86,13.74
2020,Febrero,Galicia,NARANJAS,5209.94,504338,0.97,60.45,2.01,1.94
2020,Febrero,Galicia,MANDARINAS,2179.22,417637,1.92,60.34,0.84,1.61
2020,Febrero,Galicia,LIMONES,556.4,88368,1.59,35.73,0.21,0.34
2020,Febrero,Galicia,PLATANOS,3681.99,596461,1.62,85.95,1.42,2.3
2020,Febrero,Galicia,MANZANAS,3036.96,430031,1.42,69.69,1.17,1.66
2020,Febrero,Galicia,PERAS,1184.91,193376,1.63,45.92,0.46,0.74
2020,Febrero,Galicia,MELOCOTONES,0,0,0,0,0,0
2020,Febrero,Galicia,NECTARINAS,28.3,4823,1.7,2.07,0.01,0.02
2020,Febrero,Galicia,ALBARICOQUES,9.9,91,0.92,0.81,0,0
2020,Febrero,Galicia,FRESAS/FRESON,1231.08,455405,3.7,60.15,0.47,1.75
2020,Febrero,Galicia,MELON,290.93,34811,1.2,7.53,0.11,0.13
2020,Febrero,Galicia,SANDIA,12.15,1038,0.85,0.52,0,0
2020,Febrero,Galicia,CIRUELAS,37.78,10215,2.7,2.39,0.01,0.04
2020,Febrero,Galicia,CEREZAS,0.59,113,1.9,0.19,0,0
2020,Febrero,Galicia,UVAS,250.41,95654,3.82,17.21,0.1,0.37
2020,Febrero,Galicia,KIWI,1171.1,291781,2.49,39.57,0.45,1.12
2020,Febrero,Galicia,AGUACATE,315.71,121105,3.84,25.81,0.12,0.47
2020,Febrero,Galicia,PIÑA,628.34,122035,1.94,18.04,0.24,0.47
2020,Febrero,Galicia,OTRAS FRUTAS FRESCAS,579.71,199322,3.44,34.94,0.22,0.77
2020,Febrero,Galicia,POMELO,75.86,13039,1.72,3.01,0.03,0.05
2020,Febrero,Galicia,CHIRIMOYA,0,0,0,0,0,0
2020,Febrero,Galicia,MANGO,150.22,39114,2.6,11.39,0.06,0.15
2020,Febrero,Galicia,FRUTAS IV GAMA,599.96,124769,2.08,18.4,0.23,0.48
2020,Febrero,La Rioja,T.FRUTAS FRESCAS,2315.94,463582,2,98.02,7.55,15.11
2020,Febrero,La Rioja,NARANJAS,541.04,55668,1.03,49.68,1.76,1.81
2020,Febrero,La Rioja,MANDARINAS,275.83,48773,1.77,75.46,0.9,1.59
2020,Febrero,La Rioja,LIMONES,81.95,14744,1.8,36.83,0.27,0.48
2020,Febrero,La Rioja,PLATANOS,358.14,61183,1.71,83.26,1.17,1.99
2020,Febrero,La Rioja,MANZANAS,252.33,36661,1.45,65.21,0.82,1.19
2020,Febrero,La Rioja,PERAS,89.67,12464,1.39,40.28,0.29,0.41
2020,Febrero,La Rioja,MELOCOTONES,0,0,0,0,0,0
2020,Febrero,La Rioja,NECTARINAS,0,0,0,0,0,0
2020,Febrero,La Rioja,ALBARICOQUES,6.35,1288,2.03,4.9,0.02,0.04
2020,Febrero,La Rioja,FRESAS/FRESON,97.01,36383,3.75,43.53,0.32,1.19
2020,Febrero,La Rioja,MELON,21.3,4394,2.06,9.56,0.07,0.14
2020,Febrero,La Rioja,SANDIA,4.7,813,1.73,0.76,0.02,0.03
2020,Febrero,La Rioja,CIRUELAS,2.16,779,3.6,2.69,0.01,0.03
2020,Febrero,La Rioja,CEREZAS,0,0,0,0,0,0
2020,Febrero,La Rioja,UVAS,8.51,3294,3.87,12.4,0.03,0.11
2020,Febrero,La Rioja,KIWI,451.63,151664,3.36,40.51,1.47,4.94
2020,Febrero,La Rioja,AGUACATE,21.47,10764,5.01,27.02,0.07,0.35
2020,Febrero,La Rioja,PIÑA,34.76,685,1.97,12.24,0.11,0.22
2020,Febrero,La Rioja,OTRAS FRUTAS FRESCAS,69.11,17859,2.58,46.16,0.23,0.58
2020,Febrero,La Rioja,POMELO,5.31,873,1.64,4.34,0.02,0.03
2020,Febrero,La Rioja,CHIRIMOYA,0,0,0,0,0,0
2020,Febrero,La Rioja,MANGO,17.86,4798,2.69,22.22,0.06,0.16
2020,Febrero,La Rioja,FRUTAS IV GAMA,52.36,7133,1.36,12.23,0.17,0.23
2020,Febrero,Comunidad de Madrid,T.FRUTAS FRESCAS,48646.04,8322754,1.71,96.54,7.99,13.67
2020,Febrero,Comunidad de Madrid,NARANJAS,13182.72,1258978,0.96,63.94,2.17,2.07
2020,Febrero,Comunidad de Madrid,MANDARINAS,6077.31,108837,1.79,69.39,1,1.79
2020,Febrero,Comunidad de Madrid,LIMONES,1140.31,185667,1.63,34.67,0.19,0.3
2020,Febrero,Comunidad de Madrid,PLATANOS,7663.05,1214396,1.58,82.62,1.26,1.99
2020,Febrero,Comunidad de Madrid,MANZANAS,6204.32,943929,1.52,71.69,1.02,1.55
2020,Febrero,Comunidad de Madrid,PERAS,3171.66,502427,1.58,53.36,0.52,0.83
2020,Febrero,Comunidad de Madrid,MELOCOTONES,0,0,0,0,0,0
2020,Febrero,Comunidad de Madrid,NECTARINAS,25.89,4516,1.74,0.93,0,0.01
2020,Febrero,Comunidad de Madrid,ALBARICOQUES,4.56,404,0.89,0.27,0,0
2020,Febrero,Comunidad de Madrid,FRESAS/FRESON,3531.05,1116528,3.16,64.85,0.58,1.83
2020,Febrero,Comunidad de Madrid,MELON,1223.74,206373,1.69,13.55,0.2,0.34
2020,Febrero,Comunidad de Madrid,SANDIA,44.83,8678,1.94,0.71,0.01,0.01
2020,Febrero,Comunidad de Madrid,CIRUELAS,176.64,3935,2.23,6.23,0.03,0.06
2020,Febrero,Comunidad de Madrid,CEREZAS,29.39,16348,5.56,1.43,0,0.03
2020,Febrero,Comunidad de Madrid,UVAS,556.46,221859,3.99,18.32,0.09,0.36
2020,Febrero,Comunidad de Madrid,KIWI,2000.11,545037,2.73,44.34,0.33,0.9
2020,Febrero,Comunidad de Madrid,AGUACATE,748.81,269984,3.61,32.27,0.12,0.44
2020,Febrero,Comunidad de Madrid,PIÑA,879.57,165769,1.88,17.93,0.14,0.27
2020,Febrero,Comunidad de Madrid,OTRAS FRUTAS FRESCAS,1985.6,53414,2.69,40.2,0.33,0.88
2020,Febrero,Comunidad de Madrid,POMELO,131.78,24219,1.84,3.42,0.02,0.04
2020,Febrero,Comunidad de Madrid,CHIRIMOYA,6.51,2044,3.14,0.27,0,0
2020,Febrero,Comunidad de Madrid,MANGO,781.8,183719,2.35,21.02,0.13,0.3
2020,Febrero,Comunidad de Madrid,FRUTAS IV GAMA,1441.36,294737,2.04,27.07,0.24,0.48
2020,Febrero,Región de Murcia,T.FRUTAS FRESCAS,9295.14,1538463,1.66,94.64,6.69,11.08
2020,Febrero,Región de Murcia,NARANJAS,2802.18,2854,1.02,52.15,2.02,2.06
2020,Febrero,Región de Murcia,MANDARINAS,714.13,119913,1.68,45.11,0.51,0.86
2020,Febrero,Región de Murcia,LIMONES,425.54,84161,1.98,33.53,0.31,0.61
2020,Febrero,Región de Murcia,PLATANOS,1660.93,239487,1.44,74.49,1.2,1.72
2020,Febrero,Región de Murcia,MANZANAS,1386.31,201743,1.46,67.14,1,1.45
2020,Febrero,Región de Murcia,PERAS,607.62,100185,1.65,45.91,0.44,0.72
2020,Febrero,Región de Murcia,MELOCOTONES,0,0,0,0,0,0
2020,Febrero,Región de Murcia,NECTARINAS,0,0,0,0,0,0
2020,Febrero,Región de Murcia,ALBARICOQUES,0,0,0,0,0,0
2020,Febrero,Región de Murcia,FRESAS/FRESON,585.36,199882,3.41,51.71,0.42,1.44
2020,Febrero,Región de Murcia,MELON,179.33,25398,1.42,11.4,0.13,0.18
2020,Febrero,Región de Murcia,SANDIA,4.72,816,1.73,0.61,0,0.01
2020,Febrero,Región de Murcia,CIRUELAS,37.28,11264,3.02,8.87,0.03,0.08
2020,Febrero,Región de Murcia,CEREZAS,0,0,0,0,0,0
2020,Febrero,Región de Murcia,UVAS,88.06,34301,3.9,12.3,0.06,0.25
2020,Febrero,Región de Murcia,KIWI,297.46,93917,3.16,33.8,0.21,0.68
2020,Febrero,Región de Murcia,AGUACATE,126.7,5079,4.01,29.86,0.09,0.37
2020,Febrero,Región de Murcia,PIÑA,194.17,4028,2.07,15.97,0.14,0.29
2020,Febrero,Región de Murcia,OTRAS FRUTAS FRESCAS,185.34,50927,2.75,26.62,0.13,0.37
2020,Febrero,Región de Murcia,POMELO,46.79,8485,1.81,2.26,0.03,0.06
2020,Febrero,Región de Murcia,CHIRIMOYA,0,0,0,0,0,0
2020,Febrero,Región de Murcia,MANGO,52.89,14333,2.71,12.57,0.04,0.1
2020,Febrero,Región de Murcia,FRUTAS IV GAMA,264.56,60239,2.28,18.82,0.19,0.43
2020,Febrero,Comunidad Foral de Navarra,T.FRUTAS FRESCAS,5421.76,949302,1.75,97.75,9.44,16.53
2020,Febrero,Comunidad Foral de Navarra,NARANJAS,1836.91,20004,1.09,55.63,3.2,3.48
2020,Febrero,Comunidad Foral de Navarra,MANDARINAS,831.95,153256,1.84,77.65,1.45,2.67
2020,Febrero,Comunidad Foral de Navarra,LIMONES,138.48,23593,1.7,36.51,0.24,0.41
2020,Febrero,Comunidad Foral de Navarra,PLATANOS,756.47,131077,1.73,87.74,1.32,2.28
2020,Febrero,Comunidad Foral de Navarra,MANZANAS,595.82,88855,1.49,65.75,1.04,1.55
2020,Febrero,Comunidad Foral de Navarra,PERAS,200.48,31964,1.59,39.13,0.35,0.56
2020,Febrero,Comunidad Foral de Navarra,MELOCOTONES,0,0,0,0,0,0
2020,Febrero,Comunidad Foral de Navarra,NECTARINAS,0,0,0,0,0,0
2020,Febrero,Comunidad Foral de Navarra,ALBARICOQUES,5.26,632,1.2,0.69,0.01,0.01
2020,Febrero,Comunidad Foral de Navarra,FRESAS/FRESON,509.48,154929,3.04,63.94,0.89,2.7
2020,Febrero,Comunidad Foral de Navarra,MELON,15.91,2545,1.6,1.99,0.03,0.04
2020,Febrero,Comunidad Foral de Navarra,SANDIA,4.47,773,1.73,1.6,0.01,0.01
2020,Febrero,Comunidad Foral de Navarra,CIRUELAS,14.73,4633,3.15,6.47,0.03,0.08
2020,Febrero,Comunidad Foral de Navarra,CEREZAS,0,0,0,0,0,0
2020,Febrero,Comunidad Foral de Navarra,UVAS,41.01,15101,3.68,13.43,0.07,0.26
2020,Febrero,Comunidad Foral de Navarra,KIWI,178.43,52505,2.94,40.35,0.31,0.91
2020,Febrero,Comunidad Foral de Navarra,AGUACATE,102.56,41036,4,39.6,0.18,0.71
2020,Febrero,Comunidad Foral de Navarra,PIÑA,90.06,17711,1.97,17.19,0.16,0.31
2020,Febrero,Comunidad Foral de Navarra,OTRAS FRUTAS FRESCAS,99.75,30652,3.07,25.03,0.17,0.53
2020,Febrero,Comunidad Foral de Navarra,POMELO,6.93,1007,1.45,1.69,0.01,0.02
2020,Febrero,Comunidad Foral de Navarra,CHIRIMOYA,0,0,0,0,0,0
2020,Febrero,Comunidad Foral de Navarra,MANGO,61.16,12848,2.1,16.08,0.11,0.22
2020,Febrero,Comunidad Foral de Navarra,FRUTAS IV GAMA,232.56,44559,1.92,31.01,0.4,0.78
2020,Febrero,País Vasco,T.FRUTAS FRESCAS,18838.63,3367575,1.79,97.37,9.3,16.62
