Producto,Origen,Unidad,Familia,Year,Mes,Precio medio,Volumen
Pera de verano,Almería,kg,Frutas semilla,2018,12,1.15,4135
Pera de verano,Almería,kg,Frutas semilla,2019,1,1.104166667,11431
Pera de verano,Almería,kg,Frutas semilla,2019,2,1.1,7883
Pera de verano,Argentina,kg,Frutas semilla,2018,3,0.872727273,20439
Pera de verano,Argentina,kg,Frutas semilla,2018,4,0.88125,21555
Pera de verano,Argentina,kg,Frutas semilla,2018,5,0.816666667,20736
Pera de verano,Argentina,kg,Frutas semilla,2019,3,1.1,7056
Pera de verano,Argentina,kg,Frutas semilla,2019,4,1.1,30085
Pera de verano,Argentina,kg,Frutas semilla,2019,5,1.1,2304
Pera de verano,Argentina,kg,Frutas semilla,2019,6,1.5,2304
Pera de verano,Argentina,kg,Frutas semilla,2019,7,1.35,1440
Pera de verano,Badajoz,kg,Frutas semilla,2018,6,1.25,6336
Pera de verano,Badajoz,kg,Frutas semilla,2018,7,1.264285714,8705
Pera de verano,Badajoz,kg,Frutas semilla,2018,8,1.2,28710
Pera de verano,Badajoz,kg,Frutas semilla,2019,6,1.5,4636
Pera de verano,Badajoz,kg,Frutas semilla,2019,7,1.472727273,40546
Pera de verano,Badajoz,kg,Frutas semilla,2019,8,1.38,32771
Pera de verano,Badajoz,kg,Frutas semilla,2019,9,0.9,2860
Pera de verano,Badajoz,kg,Frutas semilla,2020,7,1.28,32458
Pera de verano,Badajoz,kg,Frutas semilla,2020,8,1.135714286,20493
Pera de verano,Badajoz,kg,Frutas semilla,2020,9,1.15,1617
Pera de verano,Barcelona,kg,Frutas semilla,2018,3,0.9,431
Pera de verano,Barcelona,kg,Frutas semilla,2018,4,0.875,2409
Pera de verano,Barcelona,kg,Frutas semilla,2018,5,0.804166667,9408
Pera de verano,Barcelona,kg,Frutas semilla,2018,6,1.122727273,4464
Pera de verano,Barcelona,kg,Frutas semilla,2018,7,1.270454545,35335
Pera de verano,Barcelona,kg,Frutas semilla,2018,8,1.204545455,32900
Pera de verano,Barcelona,kg,Frutas semilla,2018,9,1.196153846,9626
Pera de verano,Barcelona,kg,Frutas semilla,2018,10,1.15,2988
Pera de verano,Barcelona,kg,Frutas semilla,2018,11,1.15,9672
Pera de verano,Barcelona,kg,Frutas semilla,2018,12,1.15,3717
Pera de verano,Barcelona,kg,Frutas semilla,2019,1,1.1,2891
Pera de verano,Barcelona,kg,Frutas semilla,2019,2,1.1,725
Pera de verano,Barcelona,kg,Frutas semilla,2019,3,1.1,1978
Pera de verano,Barcelona,kg,Frutas semilla,2019,4,1.1,4726
Pera de verano,Barcelona,kg,Frutas semilla,2019,5,1.1,3288
Pera de verano,Barcelona,kg,Frutas semilla,2019,6,1.478571429,4828
Pera de verano,Barcelona,kg,Frutas semilla,2019,7,1.45,23662
Pera de verano,Barcelona,kg,Frutas semilla,2019,8,1.271428571,28605
Pera de verano,Barcelona,kg,Frutas semilla,2019,9,0.931578947,17436
Pera de verano,Barcelona,kg,Frutas semilla,2019,10,1.436363636,17502
Pera de verano,Barcelona,kg,Frutas semilla,2019,11,1.985,12386
Pera de verano,Barcelona,kg,Frutas semilla,2019,12,2,11989
Pera de verano,Barcelona,kg,Frutas semilla,2020,1,1.318181818,5529
Pera de verano,Barcelona,kg,Frutas semilla,2020,2,1.25,5230
Pera de verano,Barcelona,kg,Frutas semilla,2020,3,1.3,28179
Pera de verano,Barcelona,kg,Frutas semilla,2020,4,1.295833333,41319
Pera de verano,Barcelona,kg,Frutas semilla,2020,5,1.038,39438
Pera de verano,Barcelona,kg,Frutas semilla,2020,6,1.4625,5072
Pera de verano,Barcelona,kg,Frutas semilla,2020,7,1.271428571,5611
Pera de verano,Barcelona,kg,Frutas semilla,2020,8,1.19,8697
Pera de verano,Barcelona,kg,Frutas semilla,2020,9,1.15,2759
Pera de verano,Barcelona,kg,Frutas semilla,2020,10,1.15,2349
Pera de verano,Bélgica,kg,Frutas semilla,2018,4,0.85,440
Pera de verano,Castellón,kg,Frutas semilla,2018,7,1.2875,2550
Pera de verano,Castellón,kg,Frutas semilla,2018,8,1.2,2520
Pera de verano,Castellón,kg,Frutas semilla,2018,9,1.19,3711
Pera de verano,Castellón,kg,Frutas semilla,2018,10,1.15,4570
Pera de verano,Castellón,kg,Frutas semilla,2018,11,1.15,577
Pera de verano,Castellón,kg,Frutas semilla,2018,12,1.15,759
Pera de verano,Castellón,kg,Frutas semilla,2019,6,1.75,165
Pera de verano,Castellón,kg,Frutas semilla,2019,7,1.56,7173
Pera de verano,Castellón,kg,Frutas semilla,2019,8,1.271428571,49164
Pera de verano,Castellón,kg,Frutas semilla,2019,9,0.98,11467
Pera de verano,Castellón,kg,Frutas semilla,2020,7,1.1,4308
Pera de verano,Castellón,kg,Frutas semilla,2020,8,1.138461538,41045
Pera de verano,Chile,kg,Frutas semilla,2018,2,0.85,2244
Pera de verano,Chile,kg,Frutas semilla,2018,3,0.875,7817
Pera de verano,Chile,kg,Frutas semilla,2018,4,0.875,21515
Pera de verano,Chile,kg,Frutas semilla,2018,5,0.8025,85999
Pera de verano,Chile,kg,Frutas semilla,2018,6,0.907142857,41007
Pera de verano,Chile,kg,Frutas semilla,2019,2,1.1,5225
Pera de verano,Chile,kg,Frutas semilla,2019,3,1.1,29231
Pera de verano,Chile,kg,Frutas semilla,2019,4,1.1,16761
Pera de verano,Chile,kg,Frutas semilla,2019,6,1.65,21526
Pera de verano,Chile,kg,Frutas semilla,2020,3,1.3,832
Pera de verano,Chile,kg,Frutas semilla,2020,4,1.296428571,41923
Pera de verano,Chile,kg,Frutas semilla,2020,5,1.01,17
Pera de verano,Chile,kg,Frutas semilla,2020,6,1.457142857,1202
Pera de verano,Chile,kg,Frutas semilla,2020,7,1.357142857,7459
Pera de verano,Costa Rica,kg,Frutas semilla,2018,9,1.2,1350
Pera de verano,Cuenca,kg,Frutas semilla,2019,1,1.1,2475
Pera de verano,Francia,kg,Frutas semilla,2018,4,0.85,2344
Pera de verano,Francia,kg,Frutas semilla,2018,5,0.8,1180
Pera de verano,Gerona,kg,Frutas semilla,2019,9,0.9,871
Pera de verano,Granada,kg,Frutas semilla,2018,1,0.9,73
Pera de verano,Granada,kg,Frutas semilla,2018,8,1.2,4377
Pera de verano,Granada,kg,Frutas semilla,2018,9,1.2,2427
Pera de verano,Granada,kg,Frutas semilla,2019,1,1.1,334
Pera de verano,Granada,kg,Frutas semilla,2019,2,1.1,53
Pera de verano,Granada,kg,Frutas semilla,2019,4,1.1,60
Pera de verano,Huesca,kg,Frutas semilla,2018,1,0.9,32
Pera de verano,Huesca,kg,Frutas semilla,2018,6,1.2,15209
Pera de verano,Huesca,kg,Frutas semilla,2018,7,1.273684211,112897
Pera de verano,Huesca,kg,Frutas semilla,2018,8,1.205263158,80496
Pera de verano,Huesca,kg,Frutas semilla,2018,9,1.189285714,11282
Pera de verano,Huesca,kg,Frutas semilla,2018,10,1.15,12050
Pera de verano,Huesca,kg,Frutas semilla,2018,11,1.15,2778
Pera de verano,Huesca,kg,Frutas semilla,2018,12,1.15,1032
Pera de verano,Huesca,kg,Frutas semilla,2019,6,1.508333333,25632
Pera de verano,Huesca,kg,Frutas semilla,2019,7,1.452173913,207788
Pera de verano,Huesca,kg,Frutas semilla,2019,8,1.3,82548
Pera de verano,Huesca,kg,Frutas semilla,2019,9,0.933333333,9402
Pera de verano,Huesca,kg,Frutas semilla,2019,10,1.36875,40429
Pera de verano,Huesca,kg,Frutas semilla,2019,11,1.95,3375
Pera de verano,Huesca,kg,Frutas semilla,2020,6,1.433333333,38302
Pera de verano,Huesca,kg,Frutas semilla,2020,7,1.265217391,208657
Pera de verano,Huesca,kg,Frutas semilla,2020,8,1.153125,25207
Pera de verano,Huesca,kg,Frutas semilla,2020,9,1.15,28551
Pera de verano,Huesca,kg,Frutas semilla,2020,10,1.15,3749
Pera de verano,Italia,kg,Frutas semilla,2018,5,0.8,12060
Pera de verano,Italia,kg,Frutas semilla,2018,6,0.75,20675
Pera de verano,Italia,kg,Frutas semilla,2018,7,1.25,19361
Pera de verano,Italia,kg,Frutas semilla,2018,10,1.15,4655
Pera de verano,Italia,kg,Frutas semilla,2018,11,1.15,18945
Pera de verano,Italia,kg,Frutas semilla,2019,1,1.1,10782
Pera de verano,Italia,kg,Frutas semilla,2019,2,1.1,9000
Pera de verano,Italia,kg,Frutas semilla,2019,7,1.5,4813
Pera de verano,Italia,kg,Frutas semilla,2019,9,0.9,1860
Pera de verano,Italia,kg,Frutas semilla,2019,10,1.7,432
Pera de verano,Lérida,kg,Frutas semilla,2018,1,0.878947368,101978
Pera de verano,Lérida,kg,Frutas semilla,2018,2,0.85,20058
Pera de verano,Lérida,kg,Frutas semilla,2018,3,0.841666667,4331
Pera de verano,Lérida,kg,Frutas semilla,2018,4,0.8875,2007
Pera de verano,Lérida,kg,Frutas semilla,2018,5,0.8,13181
Pera de verano,Lérida,kg,Frutas semilla,2018,6,1.008333333,7398
Pera de verano,Lérida,kg,Frutas semilla,2018,7,1.271428571,189984
Pera de verano,Lérida,kg,Frutas semilla,2018,8,1.204545455,331720
Pera de verano,Lérida,kg,Frutas semilla,2018,9,1.188888889,360424
Pera de verano,Lérida,kg,Frutas semilla,2018,10,1.15,275333
Pera de verano,Lérida,kg,Frutas semilla,2018,11,1.15,209575
Pera de verano,Lérida,kg,Frutas semilla,2018,12,1.15,117744
Pera de verano,Lérida,kg,Frutas semilla,2019,1,1.104761905,133254
Pera de verano,Lérida,kg,Frutas semilla,2019,2,1.1,49737
Pera de verano,Lérida,kg,Frutas semilla,2019,4,1.1,16665
Pera de verano,Lérida,kg,Frutas semilla,2019,5,1.1,116077
Pera de verano,Lérida,kg,Frutas semilla,2019,6,1.3,59813
Pera de verano,Lérida,kg,Frutas semilla,2019,7,1.35,135634
Pera de verano,Lérida,kg,Frutas semilla,2019,8,1.281818182,32634
Pera de verano,Lérida,kg,Frutas semilla,2019,9,0.94,22186
Pera de verano,Lérida,kg,Frutas semilla,2019,10,1.44,24340
Pera de verano,Lérida,kg,Frutas semilla,2019,11,2,19334
Pera de verano,Lérida,kg,Frutas semilla,2019,12,2,47770
Pera de verano,Lérida,kg,Frutas semilla,2020,1,1.25,10034
Pera de verano,Lérida,kg,Frutas semilla,2020,2,1.25,39466
Pera de verano,Lérida,kg,Frutas semilla,2020,3,1.293333333,37853
Pera de verano,Lérida,kg,Frutas semilla,2020,4,1.313636364,31452
Pera de verano,Lérida,kg,Frutas semilla,2020,5,1.083846154,49846
Pera de verano,Lérida,kg,Frutas semilla,2020,6,1.44375,36192
Pera de verano,Lérida,kg,Frutas semilla,2020,7,1.4,20788
Pera de verano,Lérida,kg,Frutas semilla,2020,10,1.15,6109
Pera de verano,Lérida,kg,Frutas semilla,2020,11,1.17,7771
Pera de verano,Logroño,kg,Frutas semilla,2018,9,1.15,1601
Pera de verano,Logroño,kg,Frutas semilla,2018,10,1.15,2174
Pera de verano,Logroño,kg,Frutas semilla,2018,11,1.15,2740
Pera de verano,Logroño,kg,Frutas semilla,2018,12,1.15,12650
Pera de verano,Logroño,kg,Frutas semilla,2019,1,1.107142857,7303
Pera de verano,Logroño,kg,Frutas semilla,2019,6,1.625,1444
Pera de verano,Logroño,kg,Frutas semilla,2019,8,1.6,4442
Pera de verano,Logroño,kg,Frutas semilla,2019,9,0.9,4986
Pera de verano,Logroño,kg,Frutas semilla,2019,10,1.566666667,7812
Pera de verano,Logroño,kg,Frutas semilla,2019,11,1.975,10536
Pera de verano,Logroño,kg,Frutas semilla,2019,12,2,6488
Pera de verano,Logroño,kg,Frutas semilla,2020,8,1.15,3222
Pera de verano,Madrid,kg,Frutas semilla,2018,2,0.85,42460
Pera de verano,Madrid,kg,Frutas semilla,2018,8,1.216666667,7673
Pera de verano,Madrid,kg,Frutas semilla,2018,10,1.15,448
Pera de verano,Madrid,kg,Frutas semilla,2019,7,1.366666667,16135
Pera de verano,Madrid,kg,Frutas semilla,2020,2,1.25,4615
Pera de verano,Murcia,kg,Frutas semilla,2018,6,1.033333333,2031
Pera de verano,Murcia,kg,Frutas semilla,2018,7,1.271428571,96491
Pera de verano,Murcia,kg,Frutas semilla,2018,8,1.204545455,113566
Pera de verano,Murcia,kg,Frutas semilla,2018,9,1.188888889,114879
Pera de verano,Murcia,kg,Frutas semilla,2018,10,1.15,75866
Pera de verano,Murcia,kg,Frutas semilla,2018,11,1.15,49451
Pera de verano,Murcia,kg,Frutas semilla,2018,12,1.15,9714
Pera de verano,Murcia,kg,Frutas semilla,2019,6,1.5,26231
Pera de verano,Murcia,kg,Frutas semilla,2019,7,1.445454545,153705
Pera de verano,Murcia,kg,Frutas semilla,2019,8,1.3,195264
Pera de verano,Murcia,kg,Frutas semilla,2019,9,0.931578947,237976
Pera de verano,Murcia,kg,Frutas semilla,2019,10,1.447826087,149827
Pera de verano,Murcia,kg,Frutas semilla,2019,11,1.983333333,85065
Pera de verano,Murcia,kg,Frutas semilla,2019,12,2,65262
Pera de verano,Murcia,kg,Frutas semilla,2020,1,1.3125,45679
Pera de verano,Murcia,kg,Frutas semilla,2020,2,1.25,4866
Pera de verano,Murcia,kg,Frutas semilla,2020,6,1.5,14371
Pera de verano,Murcia,kg,Frutas semilla,2020,7,1.27,203989
Pera de verano,Murcia,kg,Frutas semilla,2020,8,1.163157895,74091
Pera de verano,Murcia,kg,Frutas semilla,2020,9,1.15,86931
Pera de verano,Murcia,kg,Frutas semilla,2020,10,1.15,85168
Pera de verano,Murcia,kg,Frutas semilla,2020,11,1.167647059,63506
Pera de verano,Navarra,kg,Frutas semilla,2018,1,0.85,1680
Pera de verano,Navarra,kg,Frutas semilla,2018,2,0.85,1415
Pera de verano,Navarra,kg,Frutas semilla,2018,3,0.85,8280
Pera de verano,Navarra,kg,Frutas semilla,2018,4,0.9,216
Pera de verano,Navarra,kg,Frutas semilla,2019,12,2,567
Pera de verano,Otras provincias,kg,Frutas semilla,2018,4,0.9,2343
Pera de verano,Otras provincias,kg,Frutas semilla,2018,9,1.2,1253
Pera de verano,Otras provincias,kg,Frutas semilla,2018,10,1.15,176
Pera de verano,Otras provincias,kg,Frutas semilla,2018,11,1.15,1239
Pera de verano,Otras provincias,kg,Frutas semilla,2018,12,1.15,1177
Pera de verano,Otras provincias,kg,Frutas semilla,2019,1,1.1,563
Pera de verano,Otras provincias,kg,Frutas semilla,2019,4,1.1,114
Pera de verano,Otras provincias,kg,Frutas semilla,2019,6,1.625,367
Pera de verano,Otras provincias,kg,Frutas semilla,2019,7,1.425,2147
Pera de verano,Otras provincias,kg,Frutas semilla,2019,12,2,73
Pera de verano,Otras provincias,kg,Frutas semilla,2020,2,1.25,2029
Pera de verano,Otras provincias,kg,Frutas semilla,2020,6,1.5,112
Pera de verano,Otras provincias,kg,Frutas semilla,2020,7,1.5,230
Pera de verano,Pontevedra,kg,Frutas semilla,2018,4,0.85,560
Pera de verano,Pontevedra,kg,Frutas semilla,2018,9,1.2,28
Pera de verano,Pontevedra,kg,Frutas semilla,2019,8,1.05,100
Pera de verano,Sudáfrica,kg,Frutas semilla,2018,2,0.85,5985
Pera de verano,Sudáfrica,kg,Frutas semilla,2018,3,0.85,32349
Pera de verano,Sudáfrica,kg,Frutas semilla,2018,4,0.8875,17955
Pera de verano,Sudáfrica,kg,Frutas semilla,2018,5,0.8,18519
Pera de verano,Sudáfrica,kg,Frutas semilla,2018,6,1.15,16900
Pera de verano,Sudáfrica,kg,Frutas semilla,2019,2,1.1,57424
Pera de verano,Sudáfrica,kg,Frutas semilla,2019,3,1.1,58324
Pera de verano,Sudáfrica,kg,Frutas semilla,2019,4,1.1,86487
Pera de verano,Sudáfrica,kg,Frutas semilla,2019,5,1.1,42007
Pera de verano,Sudáfrica,kg,Frutas semilla,2019,6,1.390909091,31719
Pera de verano,Sudáfrica,kg,Frutas semilla,2019,7,1.530769231,231062
Pera de verano,Sudáfrica,kg,Frutas semilla,2019,8,1.285,545130
Pera de verano,Sudáfrica,kg,Frutas semilla,2019,9,0.931578947,592786
Pera de verano,Sudáfrica,kg,Frutas semilla,2019,10,1.447826087,506020
Pera de verano,Sudáfrica,kg,Frutas semilla,2019,11,1.984210526,166807
Pera de verano,Sudáfrica,kg,Frutas semilla,2019,12,2,34428
Pera de verano,Sudáfrica,kg,Frutas semilla,2020,1,1.357142857,40808
Pera de verano,Sudáfrica,kg,Frutas semilla,2020,2,1.25,61688
Pera de verano,Sudáfrica,kg,Frutas semilla,2020,3,1.288461538,44177
Pera de verano,Sudáfrica,kg,Frutas semilla,2020,4,1.25,7450
Pera de verano,Sudáfrica,kg,Frutas semilla,2020,5,1.01,2267
Pera de verano,Sudáfrica,kg,Frutas semilla,2020,6,1.416666667,8011
Pera de verano,Sudáfrica,kg,Frutas semilla,2020,7,1.254545455,309942
Pera de verano,Sudáfrica,kg,Frutas semilla,2020,8,1.15952381,503150
Pera de verano,Sudáfrica,kg,Frutas semilla,2020,9,1.15,548240
Pera de verano,Sudáfrica,kg,Frutas semilla,2020,10,1.15,489954
Pera de verano,Sudáfrica,kg,Frutas semilla,2020,11,1.164285714,246489
Pera de verano,Tarragona,kg,Frutas semilla,2018,6,1.141666667,1618
Pera de verano,Tarragona,kg,Frutas semilla,2018,7,1.275,59901
Pera de verano,Tarragona,kg,Frutas semilla,2018,8,1.208333333,10457
Pera de verano,Tarragona,kg,Frutas semilla,2019,5,1.1,44
Pera de verano,Tarragona,kg,Frutas semilla,2019,6,1.478571429,6026
Pera de verano,Tarragona,kg,Frutas semilla,2019,7,1.43,62747
Pera de verano,Tarragona,kg,Frutas semilla,2019,8,1.6,5312
Pera de verano,Tarragona,kg,Frutas semilla,2019,10,1.85,2572
Pera de verano,Tarragona,kg,Frutas semilla,2019,11,1.925,1759
Pera de verano,Tarragona,kg,Frutas semilla,2019,12,2,1615
Pera de verano,Tarragona,kg,Frutas semilla,2020,6,1.48125,5689
Pera de verano,Tarragona,kg,Frutas semilla,2020,7,1.3,51252
Pera de verano,Tarragona,kg,Frutas semilla,2020,8,1.15,1072
Pera de verano,Tarragona,kg,Frutas semilla,2020,10,1.15,240
Pera de verano,USA,kg,Frutas semilla,2018,8,1.2,2798
Pera de verano,USA,kg,Frutas semilla,2019,7,1.2,2078
Pera de verano,Valencia,kg,Frutas semilla,2018,7,1.3,2518
Pera de verano,Valencia,kg,Frutas semilla,2018,8,1.207692308,7881
Pera de verano,Valencia,kg,Frutas semilla,2018,9,1.186666667,16571
Pera de verano,Valencia,kg,Frutas semilla,2018,10,1.15,12358
Pera de verano,Valencia,kg,Frutas semilla,2018,11,1.15,3515
Pera de verano,Valencia,kg,Frutas semilla,2019,7,1.6,3480
Pera de verano,Valencia,kg,Frutas semilla,2019,8,1.05,3701
Pera de verano,Valencia,kg,Frutas semilla,2019,9,0.916666667,13344
Pera de verano,Valencia,kg,Frutas semilla,2019,10,1.366666667,7171
Pera de verano,Valencia,kg,Frutas semilla,2019,11,1.9625,14229
Pera de verano,Valencia,kg,Frutas semilla,2020,1,2,737
Pera de verano,Valencia,kg,Frutas semilla,2020,6,1.5,160
Pera de verano,Valencia,kg,Frutas semilla,2020,7,1.26,3717
Pera de verano,Valencia,kg,Frutas semilla,2020,8,1.216666667,5910
Pera de verano,Valencia,kg,Frutas semilla,2020,9,1.15,8332
Pera de verano,Valencia,kg,Frutas semilla,2020,10,1.15,9538
Pera de verano,Vizcaya,kg,Frutas semilla,2019,1,1.1,4904
Pera de verano,Vizcaya,kg,Frutas semilla,2019,4,1.1,3900
Pera de verano,Vizcaya,kg,Frutas semilla,2019,6,1.75,4931
Pera de verano,Vizcaya,kg,Frutas semilla,2019,7,1.35,10672
Pera de verano,Vizcaya,kg,Frutas semilla,2019,12,2,4802
Pera de verano,Vizcaya,kg,Frutas semilla,2020,2,1.25,4814
Pera de verano,Vizcaya,kg,Frutas semilla,2020,3,1.3,110
Pera de verano,Zaragoza,kg,Frutas semilla,2018,1,0.895454545,80496
Pera de verano,Zaragoza,kg,Frutas semilla,2018,2,0.85,18408
Pera de verano,Zaragoza,kg,Frutas semilla,2018,6,1.2125,2977
Pera de verano,Zaragoza,kg,Frutas semilla,2018,7,1.271875,45245
Pera de verano,Zaragoza,kg,Frutas semilla,2018,8,1.205882353,29190
Pera de verano,Zaragoza,kg,Frutas semilla,2018,9,1.192307692,29922
Pera de verano,Zaragoza,kg,Frutas semilla,2018,10,1.15,14644
Pera de verano,Zaragoza,kg,Frutas semilla,2018,11,1.15,32232
Pera de verano,Zaragoza,kg,Frutas semilla,2018,12,1.15,38434
Pera de verano,Zaragoza,kg,Frutas semilla,2019,1,1.1,2859
Pera de verano,Zaragoza,kg,Frutas semilla,2019,2,1.1,1423
Pera de verano,Zaragoza,kg,Frutas semilla,2019,6,1.535714286,12792
Pera de verano,Zaragoza,kg,Frutas semilla,2019,7,1.452173913,118305
Pera de verano,Zaragoza,kg,Frutas semilla,2019,8,1.285,139483
Pera de verano,Zaragoza,kg,Frutas semilla,2019,9,0.922222222,184856
Pera de verano,Zaragoza,kg,Frutas semilla,2019,10,1.423809524,138903
Pera de verano,Zaragoza,kg,Frutas semilla,2019,11,1.983333333,102821
Pera de verano,Zaragoza,kg,Frutas semilla,2019,12,2,134710
Pera de verano,Zaragoza,kg,Frutas semilla,2020,1,1.25,714
Pera de verano,Zaragoza,kg,Frutas semilla,2020,2,1.25,10456
Pera de verano,Zaragoza,kg,Frutas semilla,2020,3,1.27,11156
Pera de verano,Zaragoza,kg,Frutas semilla,2020,6,1.44,25129
Pera de verano,Zaragoza,kg,Frutas semilla,2020,7,1.272727273,90170
Pera de verano,Zaragoza,kg,Frutas semilla,2020,8,1.167647059,31563
Pera de verano,Zaragoza,kg,Frutas semilla,2020,9,1.15,18442
Pera de verano,Zaragoza,kg,Frutas semilla,2020,10,1.15,3997
Pera temprana,Alicante,kg,Frutas semilla,2018,6,1.15,344
Pera temprana,Alicante,kg,Frutas semilla,2020,6,1.9,73
Pera temprana,Alicante,kg,Frutas semilla,2020,10,1.9,160
Pera temprana,Almería,kg,Frutas semilla,2018,4,1.2,1346
Pera temprana,Almería,kg,Frutas semilla,2018,5,1.183333333,3328
Pera temprana,Almería,kg,Frutas semilla,2018,6,1.14,5764
Pera temprana,Argentina,kg,Frutas semilla,2018,6,1.15,300
Pera temprana,Badajoz,kg,Frutas semilla,2018,7,1.6,4431
Pera temprana,Barcelona,kg,Frutas semilla,2018,1,1.033333333,150
Pera temprana,Barcelona,kg,Frutas semilla,2018,2,1,40
Pera temprana,Barcelona,kg,Frutas semilla,2018,3,1,80
Pera temprana,Barcelona,kg,Frutas semilla,2018,4,1.1,90
Pera temprana,Barcelona,kg,Frutas semilla,2018,5,1.2,470
Pera temprana,Barcelona,kg,Frutas semilla,2018,6,1.14,996
Pera temprana,Barcelona,kg,Frutas semilla,2018,7,1.566666667,1802
Pera temprana,Barcelona,kg,Frutas semilla,2018,8,1.55,100
Pera temprana,Barcelona,kg,Frutas semilla,2018,10,1.55,460
Pera temprana,Barcelona,kg,Frutas semilla,2018,11,1.55,304
Pera temprana,Barcelona,kg,Frutas semilla,2018,12,1.55,125
Pera temprana,Barcelona,kg,Frutas semilla,2019,1,1.55,280
Pera temprana,Barcelona,kg,Frutas semilla,2019,6,1,796
Pera temprana,Barcelona,kg,Frutas semilla,2019,7,1,41
Pera temprana,Barcelona,kg,Frutas semilla,2019,12,2.5,19
Pera temprana,Barcelona,kg,Frutas semilla,2020,2,2.5,84
Pera temprana,Barcelona,kg,Frutas semilla,2020,6,1.9,292
Pera temprana,Castellón,kg,Frutas semilla,2020,10,1.9,288
Pera temprana,Gerona,kg,Frutas semilla,2018,11,1.55,132
Pera temprana,Gerona,kg,Frutas semilla,2019,2,1.55,120
Pera temprana,Gerona,kg,Frutas semilla,2019,3,1,12
Pera temprana,Gerona,kg,Frutas semilla,2019,4,1,12
Pera temprana,Gerona,kg,Frutas semilla,2019,10,2.5,61
Pera temprana,Gerona,kg,Frutas semilla,2019,11,2.5,40
Pera temprana,Holanda,kg,Frutas semilla,2019,6,1,16920
Pera temprana,Holanda,kg,Frutas semilla,2019,7,1,6240
Pera temprana,Holanda,kg,Frutas semilla,2019,8,1,7200
Pera temprana,Holanda,kg,Frutas semilla,2019,11,2.5,60
Pera temprana,Holanda,kg,Frutas semilla,2020,3,2.5,80
Pera temprana,Huesca,kg,Frutas semilla,2018,6,1.142857143,34686
Pera temprana,Huesca,kg,Frutas semilla,2018,7,1.6,281
Pera temprana,Huesca,kg,Frutas semilla,2019,1,1.55,683
Pera temprana,Huesca,kg,Frutas semilla,2019,2,1.55,1793
Pera temprana,Huesca,kg,Frutas semilla,2019,3,1,1644
Pera temprana,Huesca,kg,Frutas semilla,2019,5,1,438
Pera temprana,Huesca,kg,Frutas semilla,2019,6,1,45132
Pera temprana,Huesca,kg,Frutas semilla,2019,7,1,11207
Pera temprana,Huesca,kg,Frutas semilla,2020,2,2.5,19
Pera temprana,Huesca,kg,Frutas semilla,2020,5,2.25,1814
Pera temprana,Huesca,kg,Frutas semilla,2020,6,1.964285714,22443
Pera temprana,Huesca,kg,Frutas semilla,2020,7,1.9,9570
Pera temprana,Huesca,kg,Frutas semilla,2020,9,1.9,1964
Pera temprana,Lérida,kg,Frutas semilla,2018,1,1.025,6894
Pera temprana,Lérida,kg,Frutas semilla,2018,2,1,40
Pera temprana,Lérida,kg,Frutas semilla,2018,3,1,6420
Pera temprana,Lérida,kg,Frutas semilla,2018,4,1.175,10272
Pera temprana,Lérida,kg,Frutas semilla,2018,5,1.18,17803
Pera temprana,Lérida,kg,Frutas semilla,2018,6,1.1375,43186
Pera temprana,Lérida,kg,Frutas semilla,2018,7,1.5875,45186
Pera temprana,Lérida,kg,Frutas semilla,2018,8,1.55,14678
Pera temprana,Lérida,kg,Frutas semilla,2018,9,1.55,12770
Pera temprana,Lérida,kg,Frutas semilla,2018,10,1.55,11278
Pera temprana,Lérida,kg,Frutas semilla,2018,11,1.55,10970
Pera temprana,Lérida,kg,Frutas semilla,2018,12,1.55,1032
Pera temprana,Lérida,kg,Frutas semilla,2019,1,1.55,4653
Pera temprana,Lérida,kg,Frutas semilla,2019,2,1.55,7571
Pera temprana,Lérida,kg,Frutas semilla,2019,3,1.157142857,10758
Pera temprana,Lérida,kg,Frutas semilla,2019,4,1,849
Pera temprana,Lérida,kg,Frutas semilla,2019,5,1,11208
Pera temprana,Lérida,kg,Frutas semilla,2019,6,1,65092
Pera temprana,Lérida,kg,Frutas semilla,2019,7,1,12935
Pera temprana,Lérida,kg,Frutas semilla,2019,10,2.5,7703
Pera temprana,Lérida,kg,Frutas semilla,2019,11,2.5,9618
Pera temprana,Lérida,kg,Frutas semilla,2019,12,2.5,2224
Pera temprana,Lérida,kg,Frutas semilla,2020,2,2.5,2216
Pera temprana,Lérida,kg,Frutas semilla,2020,3,2.5,3336
Pera temprana,Lérida,kg,Frutas semilla,2020,4,2.5,2142
Pera temprana,Lérida,kg,Frutas semilla,2020,5,2.423076923,7654
Pera temprana,Lérida,kg,Frutas semilla,2020,6,1.97,50124
Pera temprana,Lérida,kg,Frutas semilla,2020,7,1.9,3395
Pera temprana,Lérida,kg,Frutas semilla,2020,8,1.925,4562
Pera temprana,Lérida,kg,Frutas semilla,2020,9,1.9,5149
Pera temprana,Lérida,kg,Frutas semilla,2020,10,1.9,5411
Pera temprana,Lérida,kg,Frutas semilla,2020,11,1.466666667,7447
Pera temprana,Logroño,kg,Frutas semilla,2018,9,1.55,840
Pera temprana,Logroño,kg,Frutas semilla,2018,10,1.55,3394
Pera temprana,Logroño,kg,Frutas semilla,2018,11,1.55,2520
Pera temprana,Logroño,kg,Frutas semilla,2018,12,1.55,3389
